,old_user,old_item,user,item
16606,263685,4680,9279,129
16607,247222,1094,8690,36
16608,163801,79091,5732,423
16609,2069,93164,87,495
16610,12650,592,465,25
16611,125843,1621,4387,51
16612,142770,1619,4996,50
16613,139472,8984,4868,230
16614,128356,31658,4467,274
16615,256980,5618,9029,151
16616,11651,3421,422,98
16617,193807,3101,6847,88
16618,263065,4226,9257,118
16619,99666,1921,3422,61
16620,272986,3210,9603,92
16621,191893,161,6785,6
16622,102396,3307,3522,96
16623,4559,91673,172,487
16624,258780,303,9097,10
16625,250550,1270,8822,45
16626,204232,266,7176,9
16627,264027,79091,9292,423
16628,193151,592,6830,25
16629,114824,4226,3963,118
16630,179430,161,6359,6
16631,129104,80463,4498,428
16632,276277,3307,9727,96
16633,233964,40955,8216,307
16634,1479,1270,65,45
16635,118639,3101,4104,88
16636,199143,1270,7017,45
16637,157169,1230,5475,42
16638,125637,2671,4376,74
16639,42922,1094,1500,36
16640,46162,43396,1598,311
16641,45067,1921,1563,61
16642,238922,374,8389,12
16643,13459,21,490,2
16644,90333,592,3098,25
16645,238931,2936,8391,85
16646,229336,3101,8051,88
16647,221665,6332,7797,166
16648,51920,21,1807,2
16649,256182,653,9004,27
16650,11049,953,391,33
16651,242576,5618,8530,151
16652,59224,1240,2037,43
16653,234267,31658,8224,274
16654,160232,4022,5590,113
16655,86772,5618,2967,151
16656,169932,80463,5970,428
16657,115332,497,3982,22
16658,78216,446,2662,18
16659,175690,953,6199,33
16660,14058,102792,520,537
16661,21569,6881,766,179
16662,272480,266,9584,9
16663,193014,28,6827,3
16664,153398,1240,5359,43
16665,240255,230,8439,8
16666,270326,80463,9506,428
16667,256520,5618,9012,151
16668,30141,303,1039,10
16669,269026,416,9458,16
16670,234530,56801,8238,352
16671,25858,1752,891,55
16672,121313,4022,4213,113
16673,225521,64839,7926,376
16674,41329,2313,1442,70
16675,15533,96432,573,510
16676,162914,592,5699,25
16677,140371,56051,4904,348
16678,231055,3210,8120,92
16679,178591,111113,6321,565
16680,139293,64839,4860,376
16681,30037,1619,1034,50
16682,269665,33166,9480,287
16683,229407,21,8054,2
16684,282100,3307,9956,96
16685,173183,4226,6089,118
16686,47547,2313,1639,70
16687,179402,1127,6357,38
16688,210352,653,7386,27
16689,95717,56801,3281,352
16690,281608,919,9929,32
16691,183707,592,6494,25
16692,194641,303,6878,10
16693,22003,2936,778,85
16694,47019,1300,1626,46
16695,38534,3809,1352,107
16696,263685,170645,9279,802
16697,140169,2622,4896,73
16698,175614,590,6194,24
16699,188141,33166,6674,287
16700,134960,592,4723,25
16701,161394,497,5635,22
16702,258780,653,9097,27
16703,161693,431,5650,17
16704,263293,4226,9268,118
16705,146760,40278,5121,305
16706,3105,3421,119,98
16707,118561,2120,4101,65
16708,164472,1240,5766,43
16709,78216,1230,2662,42
16710,170511,6132,6000,161
16711,160764,266,5610,9
16712,85749,6,2937,0
16713,240988,374,8467,12
16714,53737,2335,1865,71
16715,6884,2671,248,74
16716,209493,1217,7359,41
16717,73651,1270,2514,45
16718,205701,1270,7227,45
16719,261586,266,9198,9
16720,213223,112171,7488,567
16721,230177,47610,8072,323
16722,25393,416,877,16
16723,29725,590,1012,24
16724,110369,2696,3809,78
16725,146064,3809,5098,107
16726,275888,28,9709,3
16727,212068,8984,7454,230
16728,63087,374,2161,12
16729,247310,53121,8694,335
16730,96721,497,3317,22
16731,61661,590,2114,24
16732,52732,1411,1836,48
16733,86012,1270,2946,45
16734,17421,497,632,22
16735,59148,497,2035,22
16736,109598,91500,3775,484
16737,697,31658,27,274
16738,82215,160848,2799,764
16739,140440,122916,4907,612
16740,98379,56174,3375,349
16741,193807,7184,6847,189
16742,127382,79091,4434,423
16743,68461,31658,2324,274
16744,98880,1127,3391,38
16745,17442,99912,633,524
16746,176255,6,6223,0
16747,188332,101761,6684,534
16748,271796,4226,9556,118
16749,99655,1240,3419,43
16750,30005,2693,1030,77
16751,109191,1240,3763,43
16752,34333,953,1203,33
16753,220983,93805,7769,500
16754,11367,6881,404,179
16755,12102,4022,441,113
16756,194641,3307,6878,96
16757,170456,590,5997,24
16758,269766,2725,9484,79
16759,83552,64,2851,4
16760,186294,1270,6597,45
16761,184990,1241,6545,44
16762,129197,161,4504,6
16763,119492,94780,4146,503
16764,151821,919,5296,32
16765,226437,4226,7957,118
16766,168273,216,5923,7
16767,205094,431,7204,17
16768,125125,497,4357,22
16769,178132,91500,6298,484
16770,128209,1094,4457,36
16771,232484,1701,8165,52
16772,161398,1240,5636,43
16773,263151,592,9261,25
16774,59445,2671,2045,74
16775,126855,1921,4417,61
16776,240373,2335,8446,71
16777,261865,127136,9212,624
16778,247809,2335,8719,71
16779,264882,2693,9333,77
16780,40625,64839,1427,376
16781,113091,1270,3898,45
16782,153877,592,5373,25
16783,83285,161,2843,6
16784,177553,592,6275,25
16785,241099,161,8469,6
16786,59095,919,2031,32
16787,227201,497,7978,22
16788,103438,1240,3562,43
16789,256935,53121,9027,335
16790,131581,4022,4586,113
16791,270108,590,9500,24
16792,103438,4226,3562,118
16793,27511,5618,938,151
16794,259895,4226,9134,118
16795,213867,303,7514,10
16796,149348,3101,5218,88
16797,120842,8984,4201,230
16798,65539,1270,2220,45
16799,184245,3210,6514,92
16800,81541,6332,2775,166
16801,162107,1752,5669,55
16802,43054,3733,1502,105
16803,90680,2936,3108,85
16804,126855,21,4417,2
16805,40681,1230,1428,42
16806,45028,919,1562,32
16807,98742,2313,3387,70
16808,58523,5618,2005,151
16809,76071,1230,2604,42
16810,205925,21,7237,2
16811,57831,4226,1991,118
16812,270582,3421,9515,98
16813,51979,374,1808,12
16814,124908,2622,4348,73
16815,269704,185295,9481,862
16816,129387,266,4514,9
16817,116600,1094,4024,36
16818,83162,21,2841,2
16819,48887,2120,1687,65
16820,166659,80463,5852,428
16821,209117,1270,7345,45
16822,75020,155288,2561,752
16823,210408,590,7387,24
16824,48887,230,1687,8
16825,48042,4226,1659,118
16826,90221,4022,3095,113
16827,179121,31658,6343,274
16828,73552,1240,2509,43
16829,170899,1230,6010,42
16830,78727,4226,2691,118
16831,210906,497,7401,22
16832,122913,919,4283,32
16833,193992,592,6853,25
16834,80040,592,2736,25
16835,35520,47610,1247,323
16836,215605,72737,7572,400
16837,195730,590,6916,24
16838,166948,3101,5865,88
16839,201044,497,7073,22
16840,275576,91500,9700,484
16841,46547,1921,1615,61
16842,264420,8638,9308,216
16843,77124,80615,2636,430
16844,70731,79091,2414,423
16845,274162,2671,9652,74
16846,39928,1300,1397,46
16847,86444,2193,2961,67
16848,278017,446,9792,18
16849,266096,590,9369,24
16850,75504,3101,2585,88
16851,34459,653,1208,27
16852,249917,1619,8800,50
16853,71317,592,2437,25
16854,53405,4226,1856,118
16855,158419,3101,5525,88
16856,120004,1270,4169,45
16857,239501,592,8410,25
16858,212910,6,7475,0
16859,213367,6,7495,0
16860,139712,8984,4879,230
16861,189384,592,6720,25
16862,160232,216,5590,7
16863,109396,103228,3770,540
16864,139226,431,4856,17
16865,131997,2936,4601,85
16866,52929,2622,1842,73
16867,131527,161,4585,6
16868,47960,47610,1657,323
16869,129466,592,4519,25
16870,178698,1240,6327,43
16871,270716,266,9520,9
16872,16312,4022,596,113
16873,86016,303,2947,10
16874,248984,1270,8769,45
16875,225694,5618,7931,151
16876,43982,77866,1530,417
16877,169107,4022,5947,113
16878,5475,953,209,33
16879,163126,3809,5708,107
16880,181870,3733,6441,105
16881,237584,4022,8347,113
16882,253799,2622,8933,73
16883,256935,7258,9027,195
16884,120324,1270,4182,45
16885,46152,53121,1597,335
16886,173461,1270,6099,45
16887,238917,176653,8388,830
16888,130128,96432,4541,510
16889,168011,919,5911,32
16890,273644,2622,9634,73
16891,223498,80463,7854,428
16892,230261,2677,8078,75
16893,230296,1921,8080,61
16894,282374,96432,9963,510
16895,188301,4022,6678,113
16896,40066,4215,1404,117
16897,84877,5618,2906,151
16898,17760,3289,647,95
16899,49677,47610,1719,323
16900,60442,653,2081,27
16901,55811,21,1926,2
16902,78399,79091,2672,423
16903,208601,4803,7335,131
16904,151466,1230,5286,42
16905,162379,592,5684,25
16906,45231,80463,1571,428
16907,203626,303,7158,10
16908,191124,33166,6765,287
16909,101407,4226,3500,118
16910,31299,21,1077,2
16911,99587,1094,3416,36
16912,242973,1270,8540,45
16913,109040,83369,3758,445
16914,75520,1921,2586,61
16915,120164,6222,4174,163
16916,131581,5618,4586,151
16917,111468,68793,3847,381
16918,36225,1701,1287,52
16919,138061,4022,4821,113
16920,75401,21,2584,2
16921,117799,2193,4069,67
16922,170677,2084,6003,64
16923,240845,1270,8463,45
16924,132506,431,4623,17
16925,17298,5618,630,151
16926,250618,5618,8824,151
16927,205342,134781,7217,664
16928,11758,590,430,24
16929,102927,216,3544,7
16930,27511,176935,938,831
16931,257788,1240,9055,43
16932,90016,5618,3092,151
16933,244309,230,8585,8
16934,33003,79091,1148,423
16935,177193,446,6253,18
16936,197052,216,6955,7
16937,157218,1619,5478,50
16938,211635,590,7435,24
16939,245327,111113,8624,565
16940,236981,94780,8324,503
16941,50282,2622,1741,73
16942,255597,1752,8979,55
16943,130657,919,4556,32
16944,166860,590,5857,24
16945,110780,1240,3821,43
16946,265222,3307,9344,96
16947,265335,133712,9348,654
16948,266483,1921,9379,61
16949,176792,4022,6240,113
16950,56340,2313,1947,70
16951,62950,266,2159,9
16952,282289,590,9961,24
16953,158007,1438,5512,49
16954,215605,592,7572,25
16955,124990,590,4354,24
16956,29973,1094,1028,36
16957,166487,919,5844,32
16958,158596,2671,5534,74
16959,120420,590,4187,24
16960,161693,2335,5650,71
16961,156764,416,5455,16
16962,117907,2936,4076,85
16963,105993,4226,3648,118
16964,192309,953,6796,33
16965,196636,103228,6944,540
16966,29261,653,998,27
16967,108616,1240,3746,43
16968,201457,1240,7086,43
16969,222833,919,7831,32
16970,230055,3101,8070,88
16971,158989,112171,5547,567
16972,283039,266,9993,9
16973,50188,919,1739,32
16974,176478,497,6231,22
16975,159137,4226,5554,118
16976,139561,2671,4872,74
16977,235534,266,8273,9
16978,61656,1270,2113,45
16979,209493,1240,7359,43
16980,143317,590,5017,24
16981,60857,1127,2096,38
16982,219177,592,7694,25
16983,278420,155288,9807,752
16984,149628,1240,5235,43
16985,77391,3249,2643,94
16986,106017,1240,3650,43
16987,44779,4226,1556,118
16988,3167,1240,120,43
16989,116813,6,4032,0
16990,225327,1177,7919,39
16991,95717,6440,3281,168
16992,603,3421,21,98
16993,62273,3210,2135,92
16994,266556,64620,9382,374
16995,263685,653,9279,27
16996,124790,161,4341,6
16997,98450,57504,3376,354
16998,34950,497,1231,22
16999,210327,1270,7382,45
17000,163709,1270,5727,45
17001,276114,2671,9720,74
17002,211504,1240,7429,43
17003,250912,477,8834,20
17004,13955,7949,511,206
17005,10625,53121,377,335
17006,82550,161,2814,6
17007,140029,21,4892,2
17008,277408,4226,9765,118
17009,36955,2313,1305,70
17010,68000,161,2306,6
17011,199715,56174,7032,349
17012,211438,1270,7426,45
17013,14044,1270,519,45
17014,109950,43919,3790,313
17015,114812,919,3962,32
17016,88595,4215,3038,117
17017,14131,8984,527,230
17018,244694,4226,8596,118
17019,99253,1217,3404,41
17020,128776,590,4486,24
17021,36006,2335,1274,71
17022,92794,6,3191,0
17023,121655,43396,4228,311
17024,50985,1127,1766,38
17025,45853,590,1594,24
17026,160305,1127,5596,38
17027,110480,919,3813,32
17028,265676,374,9357,12
17029,118671,21,4109,2
17030,214848,592,7547,25
17031,55709,446,1922,18
17032,224406,3893,7889,110
17033,6138,266,224,9
17034,30074,8984,1036,230
17035,194641,590,6878,24
17036,281141,266,9910,9
17037,141431,497,4954,22
17038,80750,91500,2751,484
17039,113755,43396,3926,311
17040,30760,266,1064,9
17041,96329,47610,3301,323
17042,2867,1094,113,36
17043,30395,4226,1051,118
17044,272307,77866,9577,417
17045,22826,1240,798,43
17046,150109,919,5245,32
17047,120914,161,4204,6
17048,178072,1127,6295,38
17049,213484,80463,7502,428
17050,253978,3893,8939,110
17051,174000,919,6119,32
17052,90367,431,3100,17
17053,162349,6,5681,0
17054,270062,56174,9498,349
17055,11051,1752,392,55
17056,24079,592,843,25
17057,75655,80463,2588,428
17058,211860,56174,7442,349
17059,258991,103335,9103,542
17060,207904,91500,7313,484
17061,124357,230,4332,8
17062,46953,3809,1625,107
17063,152323,2193,5321,67
17064,73940,4226,2525,118
17065,196192,590,6933,24
17066,208295,56174,7325,349
17067,141843,592,4970,25
17068,109864,266,3788,9
17069,164606,266,5777,9
17070,89524,139084,3072,682
17071,187698,1240,6657,43
17072,143264,592,5015,25
17073,155618,592,5423,25
17074,78527,4022,2680,113
17075,131790,1240,4591,43
17076,264279,592,9301,25
17077,111261,497,3840,22
17078,157321,1411,5484,48
17079,78513,1701,2678,52
17080,13863,80463,504,428
17081,113251,590,3903,24
17082,153275,2622,5351,73
17083,134352,230,4698,8
17084,106833,590,3685,24
17085,99587,2335,3416,71
17086,45067,34437,1563,294
17087,259023,919,9105,32
17088,270833,6,9526,0
17089,253978,1177,8939,39
17090,120430,21,4189,2
17091,188341,4226,6685,118
17092,11049,1189,391,40
17093,268044,4226,9430,118
17094,62273,2558,2135,72
17095,26461,2671,911,74
17096,109784,1270,3784,45
17097,243188,1240,8548,43
17098,113227,590,3901,24
17099,240524,1270,8451,45
17100,84857,34530,2905,296
17101,132276,79091,4615,423
17102,263161,2313,9265,70
17103,217359,8984,7628,230
17104,279416,2335,9851,71
17105,253598,953,8929,33
17106,122487,8638,4261,216
17107,182654,4533,6454,124
17108,143243,1921,5013,61
17109,275402,56801,9693,352
17110,99266,266,3405,9
17111,49814,1240,1725,43
17112,88142,919,3016,32
17113,12441,5618,452,151
17114,101631,590,3507,24
17115,29972,5618,1027,151
17116,203939,303,7166,10
17117,123082,64839,4289,376
17118,281730,953,9934,33
17119,215815,1094,7582,36
17120,270582,1270,9515,45
17121,22870,6,802,0
17122,74519,592,2546,25
17123,116176,919,4009,32
17124,186860,4022,6624,113
17125,109156,919,3761,32
17126,174216,1240,6129,43
17127,237279,161,8335,6
17128,152912,8638,5344,216
17129,178459,653,6317,27
17130,217749,1270,7646,45
17131,186737,5618,6614,151
17132,231533,1921,8136,61
17133,8573,953,297,33
17134,194251,590,6866,24
17135,183707,266,6494,9
17136,22396,590,785,24
17137,92794,590,3191,24
17138,148233,919,5178,32
17139,137096,7107,4793,186
17140,177695,1240,6278,43
17141,136678,590,4776,24
17142,221515,64622,7788,375
17143,54271,2193,1880,67
17144,241272,266,8475,9
17145,129886,57504,4531,354
17146,25372,2193,876,67
17147,140021,4022,4890,113
17148,193807,57353,6847,353
17149,8573,32029,297,277
17150,181870,2671,6441,74
17151,183631,161,6488,6
17152,98450,94780,3376,503
17153,24974,1921,869,61
17154,90852,590,3113,24
17155,248881,303,8764,10
17156,230421,3307,8087,96
17157,213917,2725,7516,79
17158,33677,431,1175,17
17159,269040,8254,9459,211
17160,6839,1270,246,45
17161,118118,590,4085,24
17162,261892,590,9214,24
17163,280413,497,9887,22
17164,80687,161,2748,6
17165,49648,1752,1717,55
17166,205242,590,7213,24
17167,155987,544,5433,23
17168,224377,3992,7887,112
17169,55628,4226,1921,118
17170,252884,1270,8904,45
17171,203626,155362,7158,753
17172,249371,2671,8783,74
17173,43698,8254,1522,211
17174,69108,477,2348,20
17175,243362,1438,8558,49
17176,264845,2335,9329,71
17177,259136,2671,9110,74
17178,114831,3421,3964,98
17179,252853,1217,8902,41
17180,251755,1270,8864,45
17181,51982,2335,1809,71
17182,118759,1270,4112,45
17183,248930,6,8766,0
17184,182975,4226,6470,118
17185,247922,216,8723,7
17186,196426,1127,6940,38
17187,164482,31658,5768,274
17188,15490,592,572,25
17189,33132,6,1154,0
17190,28482,4226,963,118
17191,93356,28,3202,3
17192,282374,40278,9963,305
17193,47925,4226,1654,118
17194,267020,1270,9396,45
17195,142770,4022,4996,113
17196,58433,4226,2004,118
17197,217095,6,7618,0
17198,186832,1240,6621,43
17199,106742,1240,3681,43
17200,79667,5618,2722,151
17201,11835,1300,435,46
17202,169419,1240,5953,43
17203,276277,2120,9727,65
17204,1723,4226,70,118
17205,122603,79091,4268,423
17206,35470,1240,1244,43
17207,206669,4226,7262,118
17208,204589,1240,7189,43
17209,166293,1240,5839,43
17210,101957,4998,3510,136
17211,56864,1438,1958,49
17212,32011,8984,1111,230
17213,226437,80463,7957,428
17214,4226,79091,153,423
17215,80839,2693,2754,77
17216,146060,33166,5097,287
17217,135838,1217,4753,41
17218,84351,590,2883,24
17219,274452,1438,9664,49
17220,248881,72554,8764,397
17221,217765,303,7649,10
17222,281141,64,9910,4
17223,103052,1217,3551,41
17224,222358,56174,7813,349
17225,266804,592,9391,25
17226,9954,64622,346,375
17227,281043,2671,9907,74
17228,270027,953,9497,33
17229,172772,266,6076,9
17230,11051,653,392,27
17231,264558,497,9315,22
17232,61419,1300,2106,46
17233,20781,3249,740,94
17234,195585,953,6909,33
17235,153319,4677,5355,128
17236,117667,3101,4061,88
17237,11351,4226,403,118
17238,173224,1127,6093,38
17239,105937,3677,3646,103
17240,129702,477,4529,20
17241,123082,57504,4289,354
17242,265335,48142,9348,325
17243,3076,1240,117,43
17244,142037,590,4976,24
17245,64733,53592,2199,338
17246,153759,7303,5368,196
17247,165052,8959,5794,229
17248,184306,33166,6518,287
17249,71249,919,2434,32
17250,112450,1921,3875,61
17251,154030,953,5379,33
17252,34688,3450,1219,100
17253,4363,3210,158,92
17254,213491,590,7503,24
17255,51524,3809,1794,107
17256,70130,266,2392,9
17257,33263,6116,1160,160
17258,34565,64620,1210,374
17259,55838,1270,1927,45
17260,84660,80463,2898,428
17261,78513,80463,2678,428
17262,197052,2120,6955,65
17263,279416,590,9851,24
17264,171576,497,6035,22
17265,156611,2335,5448,71
17266,259698,2193,9129,67
17267,140728,3893,4919,110
17268,13459,230,490,8
17269,87028,3101,2977,88
17270,42615,216,1489,7
17271,187424,416,6648,16
17272,231176,3450,8125,100
17273,266556,590,9382,24
17274,174840,653,6162,27
17275,160948,5618,5619,151
17276,169100,4063,5946,114
17277,167001,4022,5868,113
17278,34333,3249,1203,94
17279,48864,94780,1685,503
17280,137104,5618,4794,151
17281,70614,266,2408,9
17282,250156,21,8808,2
17283,252320,919,8881,32
17284,112722,590,3883,24
17285,231262,6,8127,0
17286,85123,1438,2913,49
17287,163126,54372,5708,343
17288,86608,4226,2964,118
17289,194163,919,6864,32
17290,188006,266,6667,9
17291,56034,5618,1933,151
17292,22796,175569,795,828
17293,50423,590,1743,24
17294,220387,6,7749,0
17295,33252,592,1159,25
17296,61642,3210,2112,92
17297,230183,4803,8074,131
17298,108577,1411,3744,48
17299,158996,1230,5548,42
17300,50960,161,1765,6
17301,281905,4226,9945,118
17302,166719,216,5853,7
17303,4245,1270,154,45
17304,34859,1270,1227,45
17305,137022,1270,4789,45
17306,208148,21,7321,2
17307,186897,64839,6625,376
17308,241274,919,8476,32
17309,221483,592,7787,25
17310,170696,592,6004,25
17311,56108,592,1937,25
17312,271833,56801,9562,352
17313,195595,43396,6910,311
17314,261660,4226,9203,118
17315,251641,64839,8859,376
17316,261110,1127,9180,38
17317,89115,2193,3054,67
17318,261142,161,9181,6
17319,89524,64839,3072,376
17320,116813,4226,4032,118
17321,1165,1240,48,43
17322,115840,1270,3991,45
17323,78333,3421,2670,98
17324,236250,266,8299,9
17325,56340,1240,1947,43
17326,216754,919,7606,32
17327,261865,89087,9212,476
17328,130812,1230,4560,42
17329,66326,21,2243,2
17330,203939,21,7166,2
17331,177307,1240,6264,43
17332,147994,2313,5170,70
17333,206088,5618,7246,151
17334,16970,266,621,9
17335,18797,3307,675,96
17336,275733,4677,9704,128
17337,69968,3307,2383,96
17338,185655,1127,6571,38
17339,113227,2622,3901,73
17340,235397,3101,8269,88
17341,186921,1270,6626,45
17342,13955,592,511,25
17343,114679,3809,3956,107
17344,120004,216,4169,7
17345,67475,26055,2285,242
17346,6187,7107,225,186
17347,189000,1230,6706,42
17348,263595,56174,9276,349
17349,26365,5618,908,151
17350,56484,6440,1949,168
17351,184877,6,6539,0
17352,40625,93805,1427,500
17353,102268,64622,3520,375
17354,198223,4022,6993,113
17355,103438,919,3562,32
17356,114182,4292,3939,120
17357,156611,216,5448,7
17358,130818,3731,4561,104
17359,186937,56174,6627,349
17360,178126,2696,6297,78
17361,203723,4226,7162,118
17362,245134,4292,8615,120
17363,276957,477,9751,20
17364,111468,79091,3847,423
17365,258429,4226,9084,118
17366,56156,53550,1940,336
17367,20604,1438,734,49
17368,61419,1240,2106,43
17369,203837,1094,7164,36
17370,121570,13,4223,1
17371,167752,4226,5901,118
17372,236767,726,8317,29
17373,42918,1270,1499,45
17374,170696,161,6004,6
17375,74463,33166,2544,287
17376,161528,431,5640,17
17377,105670,80463,3637,428
17378,87369,4226,2985,118
17379,263726,590,9280,24
17380,174931,266,6164,9
17381,75719,1230,2591,42
17382,201044,64,7073,4
17383,113246,1619,3902,50
17384,116150,3992,4007,112
17385,39209,1270,1374,45
17386,21481,94478,763,502
17387,40625,47610,1427,323
17388,247809,91500,8719,484
17389,123834,1094,4317,36
17390,41249,2120,1440,65
17391,88878,4226,3046,118
17392,282409,79091,9965,423
17393,232484,431,8165,17
17394,198568,1270,7003,45
17395,179047,590,6337,24
17396,60900,446,2097,18
17397,69288,2693,2354,77
17398,200554,99912,7054,524
17399,208431,303,7330,10
17400,277812,3814,9781,109
17401,23955,3450,841,100
17402,184157,653,6511,27
17403,218725,4226,7678,118
17404,109743,21,3783,2
17405,232692,590,8172,24
17406,63326,3733,2173,105
17407,171512,103335,6031,542
17408,108394,1094,3739,36
17409,129041,4226,4496,118
17410,24447,919,851,32
17411,88666,590,3041,24
17412,241287,590,8478,24
17413,52018,1270,1810,45
17414,201634,53121,7093,335
17415,79683,6332,2723,166
17416,195823,5618,6922,151
17417,106192,21,3654,2
17418,106248,8984,3658,230
17419,204517,1240,7187,43
17420,221162,592,7775,25
17421,192359,1240,6800,43
17422,78216,6650,2662,172
17423,20140,1240,718,43
17424,60651,3289,2090,95
17425,66776,45221,2259,316
17426,267640,8638,9414,216
17427,114114,653,3936,27
17428,49441,953,1710,33
17429,91271,64839,3131,376
17430,22915,1127,804,38
17431,170811,1270,6008,45
17432,29940,1230,1025,42
17433,182654,2313,6454,70
17434,233583,592,8202,25
17435,136155,919,4762,32
17436,256158,1438,9002,49
17437,198447,1921,6999,61
17438,99300,80463,3406,428
17439,23002,21,808,2
17440,148737,8984,5198,230
17441,122603,6332,4268,166
17442,89812,1189,3085,40
17443,56484,3450,1949,100
17444,11777,590,431,24
17445,51520,4022,1793,113
17446,98315,1438,3372,49
17447,270108,1619,9500,50
17448,159137,590,5554,24
17449,14131,1270,527,45
17450,122710,56174,4273,349
17451,134960,2313,4723,70
17452,63248,4226,2169,118
17453,33545,99912,1172,524
17454,217885,3421,7652,98
17455,50523,1270,1746,45
17456,207115,303,7276,10
17457,79462,72737,2713,400
17458,91134,33166,3126,287
17459,109548,64839,3774,376
17460,125637,6132,4376,161
17461,120274,80463,4180,428
17462,113227,3101,3901,88
17463,262679,919,9243,32
17464,164892,94478,5789,502
17465,238044,161,8360,6
17466,189028,161,6709,6
17467,26033,5618,895,151
17468,43611,2977,1520,87
17469,166283,21,5838,2
17470,117418,6,4053,0
17471,225364,919,7921,32
17472,130812,31658,4560,274
17473,102886,3210,3538,92
17474,67411,64839,2283,376
17475,134993,1270,4725,45
17476,43054,5927,1502,158
17477,111413,303,3843,10
17478,163801,216,5732,7
17479,168128,1270,5916,45
17480,170069,3677,5977,103
17481,62273,56174,2135,349
17482,199903,266,7037,9
17483,273002,1240,9605,43
17484,161200,230,5630,8
17485,25785,590,890,24
17486,109040,4803,3758,131
17487,199305,3421,7021,98
17488,261797,1270,9209,45
17489,155353,4022,5414,113
17490,119474,40826,4144,306
17491,12102,592,441,25
17492,60378,1127,2079,38
17493,172952,3893,6085,110
17494,75504,1921,2585,61
17495,30527,4226,1055,118
17496,206950,1270,7273,45
17497,166863,93805,5858,500
17498,174636,953,6151,33
17499,91271,56174,3131,349
17500,215390,103228,7563,540
17501,241791,653,8496,27
17502,253799,6,8933,0
17503,228998,3421,8039,98
17504,2158,183619,92,856
17505,49243,1921,1700,61
17506,165771,3421,5821,98
17507,216835,1240,7611,43
17508,93532,3101,3206,88
17509,127094,80463,4424,428
17510,65922,1300,2231,46
17511,104693,1240,3599,43
17512,256203,431,9005,17
17513,140800,590,4922,24
17514,652,2671,25,74
17515,175967,266,6208,9
17516,186584,266,6610,9
17517,211860,6440,7442,168
17518,169509,161,5957,6
17519,118982,1913,4121,60
17520,12989,431,476,17
17521,109548,4022,3774,113
17522,120420,1270,4187,45
17523,163870,2313,5735,70
17524,244879,64839,8605,376
17525,67475,4252,2285,119
17526,4302,8984,156,230
17527,133726,3421,4666,98
17528,180347,230,6393,8
17529,53563,32029,1861,277
17530,54491,64839,1886,376
17531,261887,1094,9213,36
17532,202096,919,7108,32
17533,42568,544,1487,23
17534,120914,919,4204,32
17535,135413,953,4743,33
17536,34013,1127,1185,38
17537,228380,4226,8022,118
17538,189559,40278,6727,305
17539,175992,111113,6213,565
17540,248687,1241,8757,44
17541,226889,4022,7969,113
17542,113610,4226,3922,118
17543,159771,590,5572,24
17544,105418,161,3622,6
17545,275402,2263,9693,69
17546,33677,590,1175,24
17547,112896,592,3891,25
17548,111026,2936,3830,85
17549,139208,1701,4853,52
17550,1165,477,48,20
17551,230664,33166,8100,287
17552,33247,953,1158,33
17553,190197,80463,6741,428
17554,75863,653,2595,27
17555,164082,1240,5749,43
17556,86287,56174,2955,349
17557,194641,1240,6878,43
17558,262204,161,9225,6
17559,195774,266,6920,9
17560,230183,6961,8074,183
17561,5368,2696,205,78
17562,13459,2120,490,65
17563,39754,8254,1387,211
17564,111413,653,3843,27
17565,52756,21,1838,2
17566,161540,1240,5641,43
17567,140151,592,4895,25
17568,127093,1921,4423,61
17569,237983,4022,8358,113
17570,66617,6650,2252,172
17571,108257,592,3735,25
17572,199094,1270,7015,45
17573,131117,1921,4574,61
17574,10975,80463,389,428
17575,56756,6332,1957,166
17576,22832,33166,799,287
17577,76815,1241,2623,44
17578,119285,477,4132,20
17579,57838,1230,1993,42
17580,137386,4215,4803,117
17581,179718,3450,6367,100
17582,73145,3731,2496,104
17583,240639,2622,8456,73
17584,11081,79091,394,423
17585,22832,953,799,33
17586,127917,653,4449,27
17587,63326,7185,2173,190
17588,86250,4677,2954,128
17589,72948,592,2489,25
17590,1569,4226,68,118
17591,271401,4226,9544,118
17592,20571,3421,733,98
17593,66665,1240,2255,43
17594,234891,2671,8252,74
17595,73673,953,2517,33
17596,62634,3786,2148,106
17597,263685,88950,9279,475
17598,205958,1270,7240,45
17599,194690,4022,6882,113
17600,277290,33166,9760,287
17601,21569,590,766,24
17602,144481,4022,5054,113
17603,3787,1230,138,42
17604,35470,36276,1244,297
17605,120678,31658,4195,274
17606,221977,3450,7804,100
17607,44059,161,1534,6
17608,258414,5618,9081,151
17609,87750,919,3002,32
17610,130818,3893,4561,110
17611,232654,592,8170,25
17612,47402,50800,1636,330
17613,1165,1177,48,39
17614,84385,8638,2884,216
17615,49711,1240,1720,43
17616,60593,161,2088,6
17617,167239,592,5883,25
17618,251677,46967,8861,322
17619,253978,2313,8939,70
17620,62634,1189,2148,40
17621,263595,91500,9276,484
17622,158274,103228,5519,540
17623,6342,161,227,6
17624,256935,216,9027,7
17625,16312,4226,596,118
17626,141111,919,4939,32
17627,162541,21,5688,2
17628,157768,2193,5504,67
17629,194641,266,6878,9
17630,175992,56174,6213,349
17631,119784,4226,4156,118
17632,119751,1921,4154,61
17633,79683,47610,2723,323
17634,62851,80463,2155,428
17635,181733,161,6434,6
